,Month,Day,Hour,Lat,Long,WindSpeed,Pressure,unique-key,distance,direction,gridID
137,8,20,12,14.0,-48.8,40.0,1008,DEBBY-2000-7,142.76698319261794,322.2739663172112,798.0
138,8,20,18,14.7,-50.6,45.0,1007,DEBBY-2000-7,129.86799444713355,31.781920102536336,919.0
139,8,21,0,15.1,-52.1,55.0,1006,DEBBY-2000-7,103.92729730702487,104.0535032699596,918.0
140,8,21,6,15.4,-54.0,65.0,1005,DEBBY-2000-7,128.37521723672847,115.15761284544428,1039.0
141,8,21,12,15.7,-56.3,75.0,1004,DEBBY-2000-7,154.5372701677382,101.8349444325493,1037.0
142,8,21,18,16.1,-58.5,75.0,1004,DEBBY-2000-7,148.82017983155689,49.11539545309472,1034.0
143,8,22,0,16.8,-60.1,70.0,995,DEBBY-2000-7,116.5665477412278,29.656428125071958,1156.0
144,8,22,6,17.5,-61.7,65.0,993,DEBBY-2000-7,116.21136939159395,208.21487036751546,1277.0
145,8,22,12,18.1,-63.5,65.0,994,DEBBY-2000-7,125.49568828650793,228.17829055919532,1275.0
146,8,22,18,18.8,-65.4,65.0,995,DEBBY-2000-7,133.62823780678488,261.9562147106891,1396.0
147,8,23,0,19.2,-66.7,65.0,995,DEBBY-2000-7,89.3362397238386,244.9215284456581,1518.0
148,8,23,6,19.5,-68.1,65.0,995,DEBBY-2000-7,93.61675900728292,284.61994613966283,1517.0
149,8,23,12,19.8,-69.7,60.0,1005,DEBBY-2000-7,106.18414176425074,319.0239716711991,1515.0
150,8,23,18,20.0,-71.5,50.0,1009,DEBBY-2000-7,117.78790481396842,208.64639539021027,1513.0
151,8,24,0,19.9,-73.3,40.0,1010,DEBBY-2000-7,117.14116751710587,234.99553518611697,1512.0
152,8,24,6,19.6,-75.1,35.0,1011,DEBBY-2000-7,118.906056540369,314.5307721345738,1510.0
153,8,24,12,19.5,-77.0,30.0,1011,DEBBY-2000-7,123.93620735218565,249.8782786499585,1508.0
154,9,1,12,14.8,-45.2,25.0,1009,ERNESTO-2000-8,0.0,0.0,925.0
155,9,1,18,15.0,-47.0,30.0,1009,ERNESTO-2000-8,121.01173759546343,130.14474587161502,923.0
156,9,2,0,15.6,-48.3,30.0,1009,ERNESTO-2000-8,96.07186863972434,77.97461370214901,1045.0
157,9,2,6,16.2,-49.5,35.0,1008,ERNESTO-2000-8,89.89722433619242,98.26658765995373,1166.0
158,9,2,12,16.9,-50.8,35.0,1008,ERNESTO-2000-8,98.78155770323872,157.25602000925517,1165.0
159,9,2,18,17.5,-52.1,35.0,1008,ERNESTO-2000-8,95.32046974340813,325.78822652520427,1287.0
160,9,3,0,18.2,-53.6,35.0,1008,ERNESTO-2000-8,109.8991123415552,306.2670784592577,1408.0
161,9,3,6,18.8,-55.0,35.0,1008,ERNESTO-2000-8,100.69220012208824,260.1544894636688,1407.0
162,9,3,12,19.4,-56.6,35.0,1008,ERNESTO-2000-8,112.41939566987286,301.4528992511024,1528.0
163,9,3,18,20.0,-58.0,30.0,1009,ERNESTO-2000-8,100.0882812577185,293.83628824391144,1527.0
168,9,10,18,30.9,-70.9,30.0,1007,FLORENCE-2000-10,0.0,0.0,2867.0
169,9,11,0,30.8,-71.3,30.0,1007,FLORENCE-2000-10,24.71947913931823,341.45200510280466,2867.0
170,9,11,6,30.7,-71.8,30.0,1006,FLORENCE-2000-10,30.491545255439743,337.6784717806162,2866.0
171,9,11,12,30.4,-72.2,45.0,1002,FLORENCE-2000-10,31.570395424673773,346.81999174651185,2866.0
172,9,11,18,30.1,-72.6,65.0,998,FLORENCE-2000-10,31.625669535785125,353.2781893137136,2742.0
173,9,12,0,30.1,-72.7,65.0,992,FLORENCE-2000-10,5.979302726628259,358.1192649069731,2742.0
174,9,12,6,30.2,-72.8,60.0,993,FLORENCE-2000-10,9.136828326135257,356.8175510349157,2865.0
175,9,12,12,30.3,-73.1,60.0,991,FLORENCE-2000-10,19.197809978779453,335.4203453007443,2865.0
176,9,12,18,30.6,-73.3,65.0,987,FLORENCE-2000-10,23.91408042941514,212.49905144323571,2865.0
177,9,13,0,30.8,-73.7,65.0,986,FLORENCE-2000-10,27.497423125043863,205.30467742086827,2864.0
178,9,13,6,30.7,-74.0,65.0,986,FLORENCE-2000-10,19.112163534233844,195.16242973725537,2864.0
179,9,13,12,30.7,-73.8,60.0,987,FLORENCE-2000-10,11.88535646726658,168.2583974096526,2864.0
180,9,13,18,30.5,-73.7,55.0,989,FLORENCE-2000-10,15.048308785277053,173.07061675356843,2864.0
181,9,14,0,30.2,-73.6,50.0,991,FLORENCE-2000-10,21.574582180085894,164.5379209056569,2864.0
182,9,14,6,29.6,-73.6,45.0,993,FLORENCE-2000-10,41.46767450420081,-0.0,2741.0
183,9,14,12,29.5,-73.4,45.0,994,FLORENCE-2000-10,13.869269029034815,354.45094937280845,2741.0
184,9,14,18,29.3,-73.1,45.0,995,FLORENCE-2000-10,22.745463872772174,350.7272819614106,2742.0
185,9,15,0,29.2,-72.8,45.0,995,FLORENCE-2000-10,19.3654439868458,349.73224597658987,2742.0
186,9,15,6,29.1,-72.4,45.0,996,FLORENCE-2000-10,25.113495568302078,342.0830046849603,2619.0
187,9,15,12,29.8,-71.2,50.0,997,FLORENCE-2000-10,86.92476399343207,354.9630159240031,2744.0
188,9,15,18,30.1,-69.7,60.0,997,FLORENCE-2000-10,92.1864070950206,162.48629918587346,2745.0
189,9,16,0,30.8,-67.5,65.0,994,FLORENCE-2000-10,139.7160320027317,52.55144423055714,2870.0
190,9,16,6,32.6,-66.1,65.0,988,FLORENCE-2000-10,149.17054392336075,158.14883894651052,3118.0
191,9,16,12,34.3,-64.2,65.0,987,FLORENCE-2000-10,160.64335310942448,291.3385482058899,3366.0
192,9,16,18,36.1,-61.8,70.0,985,FLORENCE-2000-10,183.9637227690405,182.06279761301795,3491.0
193,9,17,0,37.9,-59.5,60.0,990,FLORENCE-2000-10,177.73071947528354,113.61110982073,3739.0
194,9,17,6,40.1,-57.4,55.0,995,FLORENCE-2000-10,189.30290018253262,318.6917602839988,3987.0
195,9,17,12,42.5,-55.0,50.0,1000,FLORENCE-2000-10,207.44372123351727,54.161813787788475,4359.0
196,9,17,18,45.5,-53.0,50.0,1002,FLORENCE-2000-10,229.92758208948467,177.01607923360584,4730.0
197,9,14,12,19.8,-87.3,25.0,1008,GORDON-2000-11,0.0,0.0,1498.0
198,9,14,18,20.4,-87.4,25.0,1007,GORDON-2000-11,41.972515211591976,359.86038878379395,1620.0
199,9,15,0,20.7,-87.7,25.0,1007,GORDON-2000-11,28.404438388015947,4.678759706748467,1620.0
200,9,15,6,21.0,-88.0,25.0,1006,GORDON-2000-11,28.37822342164815,11.198260687573958,1620.0
201,9,15,12,21.4,-88.7,25.0,1004,GORDON-2000-11,52.90259578348242,91.3670991924058,1742.0
202,9,15,18,21.6,-87.8,30.0,1004,GORDON-2000-11,59.50106646423925,302.99888204834684,1743.0
203,9,16,0,22.5,-86.7,40.0,1000,GORDON-2000-11,93.98907632888941,286.52074540237135,1867.0
204,9,16,6,22.9,-86.6,50.0,997,GORDON-2000-11,28.37083955104033,352.00911661728605,1867.0
205,9,16,12,23.5,-86.3,55.0,992,GORDON-2000-11,45.63704329370013,353.15318118149645,1991.0
206,9,16,18,24.3,-85.9,60.0,983,GORDON-2000-11,60.79310153948972,126.66661277604759,2114.0
207,9,17,0,25.2,-85.4,65.0,985,GORDON-2000-11,69.66945841690983,138.1456480517139,2237.0
208,9,17,6,26.1,-84.9,70.0,981,GORDON-2000-11,69.56565543336093,162.42753599817885,2238.0
209,9,17,12,27.1,-84.3,65.0,987,GORDON-2000-11,78.43040936184222,192.81802408701242,2362.0
210,9,17,18,28.0,-83.8,65.0,985,GORDON-2000-11,69.33740965008036,208.15694089384075,2485.0
211,9,18,0,28.9,-83.4,60.0,989,GORDON-2000-11,66.78181477249504,205.8257691808297,2608.0
212,9,18,6,29.8,-83.0,40.0,1000,GORDON-2000-11,66.7057144530887,183.47248701513215,2732.0
213,9,18,12,31.0,-82.3,30.0,1006,GORDON-2000-11,92.8403047284622,82.59950534017202,2856.0
214,9,18,18,32.3,-81.5,25.0,1011,GORDON-2000-11,101.4272868085146,33.73924344895284,3102.0
215,9,19,0,33.5,-80.2,25.0,1011,GORDON-2000-11,112.10920527337584,293.7910983306245,3227.0
216,9,19,6,35.0,-79.0,20.0,1011,GORDON-2000-11,124.28269246234927,302.1346112322523,3351.0
217,9,19,12,37.0,-78.2,20.0,1010,GORDON-2000-11,145.28115562608554,34.98886459018495,3598.0
218,9,19,18,38.5,-76.0,25.0,1008,GORDON-2000-11,158.73835318467926,57.39683053247404,3846.0
219,9,20,0,40.0,-74.0,25.0,1007,GORDON-2000-11,149.00542939960312,256.510883824737,3971.0
220,9,20,6,41.5,-72.0,25.0,1005,GORDON-2000-11,147.34315880586414,313.24474586188853,4219.0
221,9,20,12,42.0,-69.5,30.0,1005,GORDON-2000-11,133.45106282384722,198.17597095095815,4221.0
222,9,20,18,42.5,-67.2,30.0,1005,GORDON-2000-11,122.62938835506904,9.553727637829457,4347.0
223,9,21,0,43.0,-65.0,30.0,1004,GORDON-2000-11,116.87347371969172,66.2240479420348,4349.0
224,9,21,6,43.5,-63.0,30.0,1003,GORDON-2000-11,106.4414771500628,122.79077555958278,4474.0
225,9,15,12,14.9,-52.2,25.0,1010,HELENE-2000-12,0.0,0.0,918.0
226,9,15,18,15.3,-53.0,25.0,1010,HELENE-2000-12,60.11479360949478,133.16153156066107,1040.0
227,9,16,0,15.6,-53.6,25.0,1010,HELENE-2000-12,45.026891837822475,84.75154926037719,1039.0
228,9,16,6,15.8,-54.4,25.0,1010,HELENE-2000-12,54.99288761331234,48.5298404372511,1038.0
229,9,16,12,16.1,-55.9,30.0,1010,HELENE-2000-12,101.81133416520944,106.0373023498445,1037.0
230,9,16,18,16.4,-58.0,30.0,1010,HELENE-2000-12,140.87199055713222,65.0024912029526,1158.0
231,9,17,0,16.6,-59.9,30.0,1010,HELENE-2000-12,126.66267789909384,39.565737270987796,1156.0
232,9,17,6,16.6,-61.7,30.0,1010,HELENE-2000-12,119.21782558400965,126.95085379271393,1154.0
233,9,17,12,16.4,-63.6,30.0,1010,HELENE-2000-12,126.66267789909384,111.4301357887418,1152.0
234,9,17,18,16.7,-65.6,30.0,1010,HELENE-2000-12,134.11081117317065,29.97090174679107,1150.0
235,9,18,0,17.0,-67.1,30.0,1010,HELENE-2000-12,101.36121799916113,32.504801013295044,1149.0
236,9,18,6,17.1,-68.7,30.0,1010,HELENE-2000-12,105.94572438820556,168.8604102769456,1147.0
237,9,18,12,17.2,-70.6,30.0,1010,HELENE-2000-12,125.66522551532482,128.92108366434846,1268.0
238,9,18,18,17.4,-72.5,30.0,1010,HELENE-2000-12,126.13283449154855,353.29025469235404,1266.0
239,9,19,0,17.6,-74.4,30.0,1010,HELENE-2000-12,125.9965775005285,214.9012038387978,1264.0
240,9,19,6,18.3,-76.3,30.0,1010,HELENE-2000-12,133.96197138520913,236.20062490171432,1386.0
241,9,19,12,18.9,-78.3,30.0,1010,HELENE-2000-12,137.41073698112942,260.7623678323606,1384.0
242,9,19,18,19.4,-79.6,30.0,1010,HELENE-2000-12,91.6393918183685,241.03642326477745,1505.0
243,9,20,0,19.9,-81.0,30.0,1010,HELENE-2000-12,97.4548769693423,321.7122074142777,1504.0
244,9,20,6,20.7,-82.6,25.0,1010,HELENE-2000-12,117.52828832756748,25.07067063557834,1625.0
245,9,20,12,21.8,-84.3,25.0,1010,HELENE-2000-12,133.30403477118392,95.94625151052496,1747.0
246,9,20,18,23.0,-85.4,25.0,1010,HELENE-2000-12,108.71221443380676,29.449024636858965,1868.0
247,9,21,0,23.9,-86.1,25.0,1008,HELENE-2000-12,76.4122466222577,278.09958304028265,1991.0
248,9,21,6,24.9,-86.6,35.0,1007,HELENE-2000-12,75.94006547144052,207.84655471952698,2113.0
249,9,21,12,26.1,-87.0,45.0,1006,HELENE-2000-12,86.60738657801159,280.12882164438,2236.0
250,9,21,18,27.1,-87.1,60.0,999,HELENE-2000-12,69.38851101319817,2.477658452589412,2359.0
251,9,22,0,28.4,-87.2,60.0,996,HELENE-2000-12,90.0545609423374,9.483831822424037,2605.0
252,9,22,6,29.5,-87.2,50.0,1001,HELENE-2000-12,76.02406992436916,180.0,2728.0
253,9,22,12,30.5,-86.6,35.0,1006,HELENE-2000-12,77.88572048495698,152.27780086957657,2851.0
254,9,22,18,31.6,-85.4,25.0,1010,HELENE-2000-12,104.05621931179728,110.78176631136827,2975.0
255,9,23,0,32.9,-83.5,25.0,1011,HELENE-2000-12,142.84398526697134,163.20095865442752,3100.0
256,9,23,6,33.6,-81.7,25.0,1012,HELENE-2000-12,114.73249790206526,325.647856369073,3225.0
257,9,23,12,34.4,-80.0,25.0,1011,HELENE-2000-12,112.00078309522226,261.64783530433544,3350.0
258,9,23,18,35.4,-78.0,35.0,1010,HELENE-2000-12,132.76743296216947,322.28066798502675,3475.0
259,9,24,0,36.4,-76.1,40.0,1008,HELENE-2000-12,126.846642754597,162.21578827084915,3600.0
260,9,24,6,37.2,-74.7,45.0,1005,HELENE-2000-12,95.18057119075222,118.12986809200446,3724.0
261,9,24,12,38.0,-72.5,45.0,1001,HELENE-2000-12,132.5435325827482,101.14990122721271,3726.0
262,9,24,18,39.2,-70.1,45.0,997,HELENE-2000-12,153.88246469723668,5.299795502766852,3975.0
263,9,25,0,40.1,-66.8,55.0,993,HELENE-2000-12,186.2820076167118,173.31471262546523,3978.0
264,9,25,6,41.6,-62.2,60.0,986,HELENE-2000-12,261.8295259591183,129.94266098111893,4229.0
265,9,25,12,44.0,-55.5,55.0,988,HELENE-2000-12,377.92511021352004,152.6802845189024,4481.0
266,9,25,18,46.1,-48.8,45.0,990,HELENE-2000-12,357.74113726642037,339.48518524946013,4734.0
267,9,21,12,11.5,-23.0,30.0,1008,ISAAC-2000-13,0.0,0.0,578.0
268,9,21,18,11.9,-24.5,30.0,1008,ISAAC-2000-13,105.21180221884268,235.87609124444288,576.0
269,9,22,0,12.3,-25.9,35.0,1005,ISAAC-2000-13,98.56426491016632,265.4501097454788,698.0
270,9,22,6,12.7,-27.2,40.0,1001,ISAAC-2000-13,91.96986695254776,280.07331226586405,697.0
271,9,22,12,13.1,-28.7,45.0,1000,ISAAC-2000-13,104.7655645723482,240.37242603092912,695.0
272,9,22,18,13.5,-30.1,45.0,1000,ISAAC-2000-13,98.13669416658341,280.13500275703603,817.0
273,9,23,0,13.7,-31.2,50.0,997,ISAAC-2000-13,75.17405598382129,335.90694809036614,816.0
274,9,23,6,13.9,-32.3,55.0,994,ISAAC-2000-13,75.11227591830091,343.3168017075417,815.0
275,9,23,12,14.3,-33.2,70.0,984,ISAAC-2000-13,66.35991533676517,157.5511062367089,937.0
276,9,23,18,14.6,-34.2,85.0,973,ISAAC-2000-13,70.06442621982684,157.84341982822545,936.0
277,9,24,0,14.9,-35.0,105.0,960,ISAAC-2000-13,57.347440918258066,132.0527442898874,935.0
278,9,24,6,15.1,-35.8,100.0,960,ISAAC-2000-13,55.16598127898713,58.761586773109954,934.0
279,9,24,12,15.5,-36.8,100.0,960,ISAAC-2000-13,72.16794359378666,56.62837815131479,1056.0
280,9,24,18,15.8,-37.8,100.0,960,ISAAC-2000-13,69.70548627947063,99.85940035187751,1055.0
281,9,25,0,16.3,-38.6,95.0,965,ISAAC-2000-13,63.38338525408514,143.33696863833072,1177.0
282,9,25,6,16.7,-39.5,95.0,965,ISAAC-2000-13,65.7355483933846,108.10984709785862,1176.0
283,9,25,12,17.2,-40.4,90.0,970,ISAAC-2000-13,68.8062060771081,4.00260632121652,1298.0
284,9,25,18,17.6,-41.2,90.0,970,ISAAC-2000-13,59.56399325259324,344.3940146228013,1298.0
285,9,26,0,17.9,-42.0,90.0,970,ISAAC-2000-13,56.592967964067796,263.65723475023924,1297.0
286,9,26,6,18.3,-42.9,85.0,973,ISAAC-2000-13,65.26727243867602,223.1249994727035,1419.0
287,9,26,12,18.6,-43.9,75.0,980,ISAAC-2000-13,68.7607077146786,250.4733226413876,1418.0
288,9,26,18,19.1,-45.0,75.0,980,ISAAC-2000-13,79.81487532176308,300.2794959055559,1417.0
289,9,27,0,19.6,-46.0,80.0,977,ISAAC-2000-13,73.79890158442397,275.7184907667509,1539.0
290,9,27,6,20.4,-47.0,85.0,973,ISAAC-2000-13,85.29200394665128,180.99021060969451,1661.0
291,9,27,12,21.0,-48.1,90.0,970,ISAAC-2000-13,82.3225690867771,118.30940707752563,1660.0
292,9,27,18,21.9,-49.5,95.0,965,ISAAC-2000-13,109.44790375658371,79.4420860131515,1781.0
293,9,28,0,22.8,-50.6,100.0,960,ISAAC-2000-13,93.87636476330215,141.9555123613689,1903.0
294,9,28,6,23.8,-52.0,105.0,955,ISAAC-2000-13,112.57681423276188,310.42375653676237,2025.0
295,9,28,12,25.0,-52.9,110.0,950,ISAAC-2000-13,100.43320759133995,298.1190498559147,2147.0
296,9,28,18,26.6,-54.2,120.0,943,ISAAC-2000-13,137.00566736609252,187.89975638230462,2392.0
297,9,29,0,28.0,-55.1,115.0,948,ISAAC-2000-13,111.4313576948673,50.259554397943255,2514.0
298,9,29,6,29.7,-55.9,110.0,950,ISAAC-2000-13,127.0796503404637,171.88562090387185,2759.0
299,9,29,12,31.2,-56.2,105.0,955,ISAAC-2000-13,105.19859635586216,209.02726737735642,3005.0
300,9,29,18,32.9,-55.9,90.0,965,ISAAC-2000-13,118.79854927772196,1.9706507337716912,3128.0
301,9,30,0,34.4,-55.2,85.0,970,ISAAC-2000-13,111.2157848142718,320.4835998892827,3375.0
302,9,30,6,35.7,-54.0,80.0,975,ISAAC-2000-13,112.61269425995165,335.21838080098087,3499.0
303,9,30,12,37.0,-51.8,75.0,979,ISAAC-2000-13,151.87774612464938,127.42088799985402,3624.0
304,9,30,18,38.3,-49.8,70.0,985,ISAAC-2000-13,141.59052319086743,48.68343719028356,3872.0
305,10,1,0,39.7,-47.9,65.0,987,ISAAC-2000-13,140.62168078522146,207.96770289894738,3997.0
306,10,1,6,40.9,-45.7,60.0,990,ISAAC-2000-13,142.55975570038132,306.1594624350746,4122.0
307,10,1,12,42.1,-43.6,55.0,990,ISAAC-2000-13,136.7193123501057,195.705260403012,4247.0
308,10,1,18,43.5,-39.5,55.0,990,ISAAC-2000-13,229.2881989752221,241.71753197320515,4497.0
309,10,2,0,44.5,-36.5,55.0,982,ISAAC-2000-13,164.3676728453953,7.123315119281597,4623.0
310,10,2,6,45.7,-33.0,60.0,972,ISAAC-2000-13,189.7995060788277,22.505164788868274,4750.0
311,10,2,12,47.0,-29.0,60.0,975,ISAAC-2000-13,210.88035160564368,124.84808035158122,4877.0
312,10,2,18,48.5,-25.0,60.0,976,ISAAC-2000-13,212.7923101032164,171.58097864756118,5127.0
313,10,3,0,49.5,-20.5,60.0,976,ISAAC-2000-13,215.3861124759512,262.21342606603844,5254.0
314,10,3,6,50.5,-16.5,60.0,978,ISAAC-2000-13,190.635528679774,291.4560283803065,5381.0
315,10,3,12,52.0,-12.0,55.0,982,ISAAC-2000-13,220.49585290224968,11.073000642531085,5509.0
316,10,3,18,55.0,-9.0,45.0,988,ISAAC-2000-13,241.1941653334797,0.1983712252914824,5881.0
317,10,4,0,58.0,-6.0,45.0,989,ISAAC-2000-13,236.76914515527332,0.9769368042670248,6253.0
318,10,4,6,62.0,-4.0,45.0,994,ISAAC-2000-13,284.92464479901287,41.37450200375323,6747.0
319,9,25,12,11.2,-29.6,25.0,1009,JOYCE-2000-14,0.0,0.0,448.0
320,9,25,18,11.4,-30.7,30.0,1009,JOYCE-2000-14,75.82084186020583,203.3900791917236,570.0
321,9,26,0,11.5,-31.9,35.0,1008,JOYCE-2000-14,81.57801406260003,213.01059025064882,569.0
322,9,26,6,11.6,-33.0,35.0,1007,JOYCE-2000-14,74.8045076128823,297.9456538649464,568.0
323,9,26,12,11.6,-34.1,35.0,1005,JOYCE-2000-14,74.47125102703585,329.2729693490258,567.0
324,9,26,18,11.7,-35.3,40.0,1002,JOYCE-2000-14,81.52025625518678,303.7147459231622,566.0
325,9,27,0,12.1,-36.4,50.0,998,JOYCE-2000-14,79.36073901532298,237.30431251816373,564.0
326,9,27,6,12.2,-37.6,55.0,993,JOYCE-2000-14,81.3715500782175,245.8618713301104,563.0
327,9,27,12,12.4,-38.8,65.0,985,JOYCE-2000-14,82.20199114544626,284.84539814870726,685.0
328,9,27,18,12.5,-40.1,70.0,978,JOYCE-2000-14,88.00553988241116,283.4006486841877,684.0
329,9,28,0,12.4,-41.3,75.0,976,JOYCE-2000-14,81.27937352068206,269.3779655277761,683.0
330,9,28,6,12.2,-42.5,80.0,975,JOYCE-2000-14,82.2019911454467,247.04039038476085,558.0
331,9,28,12,11.7,-43.8,80.0,975,JOYCE-2000-14,94.4478814656578,218.6323627778237,557.0
332,9,28,18,11.3,-45.0,75.0,976,JOYCE-2000-14,85.84340506383799,214.352247104638,556.0
333,9,29,0,10.9,-46.1,75.0,977,JOYCE-2000-14,79.55915243054281,10.033080869078905,432.0
334,9,29,6,10.7,-47.2,70.0,980,JOYCE-2000-14,75.94587570655875,15.073162858600625,431.0
335,9,29,12,10.5,-48.6,65.0,984,JOYCE-2000-14,96.10585266496092,70.75157533080558,429.0
336,9,29,18,10.5,-50.1,60.0,988,JOYCE-2000-14,101.9331394738182,151.18051731784894,428.0
337,9,30,0,10.4,-51.7,55.0,992,JOYCE-2000-14,108.96559716211948,99.73849559677868,426.0
338,9,30,6,10.3,-53.3,50.0,996,JOYCE-2000-14,109.00036927479292,39.92960961600159,425.0
339,9,30,12,10.3,-54.9,45.0,1000,JOYCE-2000-14,108.79835231257627,86.33183982666061,423.0
340,9,30,18,10.5,-56.6,40.0,1003,JOYCE-2000-14,116.38506338917531,151.6887097033959,421.0
341,10,1,0,10.7,-58.0,40.0,1005,JOYCE-2000-14,96.1058526649609,119.61523791590078,420.0
342,10,1,6,11.0,-59.5,35.0,1006,JOYCE-2000-14,103.90538074817913,359.74242798402565,418.0
343,10,1,12,11.3,-60.9,35.0,1007,JOYCE-2000-14,97.16917247797556,314.40954134463385,540.0
344,10,1,18,11.7,-62.3,30.0,1008,JOYCE-2000-14,98.763180229445,221.8482482467421,539.0
345,10,2,0,11.9,-63.5,30.0,1009,JOYCE-2000-14,82.350941909971,247.14844783720287,537.0
346,10,2,6,11.9,-64.9,25.0,1009,JOYCE-2000-14,94.67838139731415,298.0260931459386,536.0
347,9,28,18,16.1,-82.9,25.0,1005,KEITH-2000-15,0.0,0.0,1010.0
348,9,29,0,16.2,-83.3,25.0,1004,KEITH-2000-15,27.438809706671876,156.47189026135598,1133.0
349,9,29,6,16.6,-83.6,30.0,1003,KEITH-2000-15,34.05690526969626,148.14459588455787,1132.0
350,9,29,12,16.9,-84.0,30.0,1002,KEITH-2000-15,33.62537148671848,20.6481053078375,1132.0
351,9,29,18,17.4,-84.8,40.0,1000,KEITH-2000-15,63.12937481556593,355.0133468083656,1254.0
352,9,30,0,17.7,-85.4,45.0,993,KEITH-2000-15,44.64417238659465,338.31939031705934,1253.0
353,9,30,6,17.9,-86.0,55.0,987,KEITH-2000-15,41.83222157010507,248.17653164303096,1253.0
354,9,30,12,17.9,-86.4,65.0,982,KEITH-2000-15,26.30693295320664,202.72690704317608,1252.0
355,9,30,18,17.9,-86.7,75.0,977,KEITH-2000-15,19.730201370907835,192.5088510569181,1252.0
356,10,1,0,17.9,-86.9,100.0,955,KEITH-2000-15,13.153468369175911,187.3767645923535,1252.0
357,10,1,6,17.9,-87.2,120.0,941,KEITH-2000-15,19.730201370908667,190.03777516508129,1252.0
358,10,1,7,17.9,-87.3,120.0,939,KEITH-2000-15,6.576734421158145,183.33466615379933,1252.0
359,10,1,12,17.9,-87.4,115.0,944,KEITH-2000-15,6.5767344211589815,183.3360908719653,1251.0
360,10,1,18,17.9,-87.7,110.0,950,KEITH-2000-15,19.730201370907835,190.4755628144914,1251.0
361,10,2,0,17.8,-87.9,100.0,959,KEITH-2000-15,14.861926707706685,186.29434620528264,1251.0
362,10,2,6,17.6,-87.8,80.0,974,KEITH-2000-15,15.31056994416466,178.17168996398254,1251.0
363,10,2,12,17.7,-87.8,70.0,980,KEITH-2000-15,6.911279084033525,180.0,1251.0
364,10,2,18,17.7,-87.9,65.0,987,KEITH-2000-15,6.584109292305646,182.4947157258605,1251.0
365,10,3,0,17.9,-88.0,60.0,989,KEITH-2000-15,15.308988877843912,184.19538301155384,1251.0
366,10,3,6,18.0,-88.4,45.0,990,KEITH-2000-15,27.19245606059648,211.2113917462244,1250.0
367,10,3,12,18.3,-88.8,30.0,995,KEITH-2000-15,33.4661353307432,304.9454736278301,1373.0
368,10,3,18,18.6,-89.5,30.0,998,KEITH-2000-15,50.358562014476654,319.5398498502482,1372.0
369,10,4,0,19.0,-90.4,25.0,1000,KEITH-2000-15,65.04948531521478,290.18982969451235,1371.0
370,10,4,6,19.5,-91.4,30.0,1000,KEITH-2000-15,73.83413261711837,223.56310797989968,1493.0
371,10,4,12,19.9,-92.5,35.0,999,KEITH-2000-15,76.72746396855818,229.77647236388194,1492.0
372,10,4,18,20.3,-93.5,40.0,996,KEITH-2000-15,70.54551986443481,351.5954010597461,1614.0
373,10,5,0,20.7,-94.8,60.0,988,KEITH-2000-15,88.58074122552479,18.83791177853817,1613.0
